SUPPLIER_NAME,ORG_ID,FY_START_DATE,FY_END_DATE,AWU_MISSING_DATA_FLAGS,AWU_VOLUME_UNIT_FLAG,PWSID_INCOMPLETE_DATA_FLAG,AWU_POTABLE_SF_RES_GAL,AWU_POTABLE_MF_RES_GAL,AWU_POTABLE_TOTAL_RES_GAL,AWU_RECYCL_RES_GAL,AWU_NONPOTABLE_NON_RECYCL_RES_GAL,AWU_NONPOTABLE_RES_IRR_GAL,AWU_NONPOTABLE_TOTAL_RES_GAL,AWU_RES_LAM_EXCLUDED_IRR_GAL,AWU_TOTAL_RES_GAL,AWU_TOTAL_RES_RGPCD,AWU_POTABLE_CII_DIMS_GAL,AWU_NONPOTABLE_CII_DIMS_GAL,AWU_TOTAL_CII_DIMS_GAL,AWU_RWL_TOTAL_GAL,AWU_TOTAL_OBJ_RELEVANT_DEMANDS_GAL,AWU_POTABLE_CI_GAL,AWU_POTABLE_I_GAL,AWU_POTABLE_O_GAL,AWU_NONPOTABLE_NONRES_GAL,AWU_TOTAL_EXCL_DEMANDS_GAL,AWU_POTABLE_COMM_AG_GAL,AWU_NONPOTABLE_COMM_AG_GAL,AWU_SF_RES_90PCTILE_GAL,AWU_MF_RES_90PCTILE_GAL,AWU_COST_OF_SERVICE_HIGHEST_USERS,AWU_COST_OF_SERVICE_ANALYSIS_LINK,AWU_RES_LAM_EXCLUDED_IRR_YN,AWU_RES_LAM_ASSOC_DIM_YN,AWU_RES_LAM_ASSOC_DIM_IRR_GAL,AWU_RES_LAM_SUPPLIER_CII_YN,AWU_RES_LAM_SUPPLIER_CII_GAL,AWU_COMMENTS
San Bernardino County Service Area 64 Spring Valley Lake,2154,2023-07-01,2024-06-30,,,,627582392.0496399,1525239.4285168,629107631.4781567,0.0,0.0,0.0,0.0,0.0,629107631.4781567,115.91005729623065,56016831.235512,0.0,56016831.235512,30176735.259,715301197.9726686,57225627.911664,0.0,0.0,0.0,57225627.911664,0.0,,182905448.0,1614184.0,,,No,No,0.0,No,0.0,
San Bernardino County Service Area 70 J Oak Hills,2891,2023-07-01,2024-06-30,,High volume (R-GPCD check),,13124449245.90208,19272351.91384,13143721597.815918,0.0,0.0,0.0,0.0,0.0,13143721597.815918,2816.817596871071,0.0,0.0,0.0,4305795.114,13148027392.929918,553356872.47916,0.0,0.0,0.0,553356872.47916,0.0,,148955224.0,709852.0,,,No,No,0.0,No,0.0,00000
San Bruno  City Of,2157,2023-07-01,2024-06-30,,,,735136134.168,6044260.16,741180394.328,0.0,0.0,0.0,0.0,,741180394.328,45.38230455552545,43895691.36,0.0,43895691.36,109465881.95999372,894541967.6479937,185694932.37600005,0.0,2306244.316,0.0,188001176.6920001,0.0,0.0,281533839.0,290102774.0,,,No,No,,No,,
San Buenaventura  City Of (Ventura),2158,2023-07-01,2024-06-30,,,,1564322602.1400003,1107052627.528,2671375229.668,171281.0,0.0,0.0,171281.0,19270724.0,2652275786.668,64.02210576713536,300765527.38000005,135613148.0,436378675.38000005,189994594.272,3278649056.32,804052668.8239999,43702693.944000006,6709278.387999999,2674439.0,857139080.1559999,0.0,,389601784.0,813577160.0,,,Yes,Yes,2229040.0,No,,"For rows 35 36, the City of Ventura has approximately 40 accounts that were not captured by the Department's LAM analysis and not contributing to the residential outdoor budget. These 40 accounts are the City's Maintenance Assessment Districts, which is irrigation water used for developments with common areas. For the purposes of reporting through the SAFER Clearinghouse database, the City of Ventura includes the water usage from these 40 accounts with the multi family residential volumes in row 3 above. Therefore, the gallons in cell B36 have been reported monthly to SWRCB as part of multi family residential water usage.  For row 38, the City of Ventura has around 15 20 residential customers with a dedicated irrigation meter. The volume of water reported in cell B38 (2,229,040 gallons) is already included in the residential volumes in rows 2 and 3 above."
San Clemente  City Of,2159,2023-07-01,2024-06-30,,,,1105782457.67356,333916016.53926,1439698474.21282,0.0,0.0,0.0,0.0,,1439698474.21282,76.523026120962,317216941.30168,225583309.172,542800250.47368,29945420.56557,2012444145.2520704,210620593.53552,0.0,1890327.404,0.0,212510920.93952,0.0,,99713058.75335991,31789422.39069344,,,No,No,,No,,
San Diego  City Of,2160,2023-07-01,2024-06-30,,,,16325109031.92,12930947260.62,29256056292.54,0.0,0.0,0.0,0.0,0.0,29256056292.54,58.302416284429796,5598270071.46,0.0,5598270071.46,4318765008.499999,39173091372.5,13316595177.63,0.0,188032319.55,3369238024.8,16873865521.98,0.0,,0.0,0.0,,,No,No,0.0,No,0.0,"Actual Residential Water Use (Potable and Non Potable), 90th Percentile Water Use  will be completed in the next reproting period."
San Dieguito Water District,2162,2023-07-01,2024-06-30,,,,895924065.6,326518992.7,1222443058.3,0.0,0.0,0.0,0.0,,1222443058.3,83.51392823069637,97797657.8,207218423.7,305016081.5,2957947.602696177,1530417087.402696,214915023.4,0.0,707094.2,6168357.3,221568895.9,39177061.8,221579.0,277273128.0,157442780.0,0.0,0,No,No,,No,,
San Fernando  City Of,2163,2023-07-01,2024-06-30,,,,372936469.50000006,118854152.25,491790621.75000006,0.0,0.0,0.0,0.0,,491790621.75000006,56.26708287139214,21180315.000000007,0.0,21180315.000000007,23843029.056569327,536813965.8065694,115416424.2,57317190.89999999,50669830.5,0.0,223403445.6,0.0,,0.0,0.0,,,No,No,,No,,"The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM. The City reported 0.11 MG of Unbilled Metered Water Use in their 2023 CY Water Loss Audit. This water use data was not reported in the SAFER Clearinghouse. The City may modify reported Clearinghouse data to incorporate unmetered water use in the future, although this value is very minor."
San Francisco Public Utilities Commission,2164,2023-07-01,2024-06-30,,,,4481903438.516001,7925831615.340001,12407735053.856005,0.0,0.0,0.0,0.0,,12407735053.856005,40.086123858190255,407828225.724,0.0,407828225.724,2341031000.0,15156594279.580004,4890509638.32,30106848.844000004,47895525.40399999,6460000.0,4974972012.568,0.0,,20949937.024884496,85483502.43647932,,,No,Yes,101317584.1788,No,,
San Gabriel County Water District,2165,2023-07-01,2024-06-30,,,,717204579.676,250574978.44,967779558.116,0.0,0.0,0.0,0.0,,967779558.116,67.38977873054834,67575277.42,0.0,67575277.42,12203121.777948853,1047557957.3139488,271961037.068,0.0,70957220.51200001,0.0,342918257.58000004,0.0,,204300567.0,109299630.0,,,No,No,,No,,
San Gabriel Valley Water Company,2167,2023-07-01,2024-06-30,,,,3654607066.524,1605279846.574,5259886913.098,0.0,0.0,0.0,0.0,,5259886913.098,56.44594233051634,162129043.67999998,0.0,162129043.67999998,251524386.9,5673540343.678,3232380356.2239995,522963129.744,43853049.90400001,559390255.3,4358586791.171999,0.0,,79200853.0,64312414.0,,,No,No,,No,,
San Gabriel Valley Water Company   Fontana Division,2166,2023-07-01,2024-06-30,,,,5184649669.136001,1045587438.844,6230237107.9800005,0.0,0.0,0.0,0.0,,6230237107.9800005,71.83982643766431,1250042019.276,95559902.74,1345601922.016,480472811.20505565,8056311841.201056,1784889474.6,1402269105.1720002,71406799.764,0.0,3258565379.5360003,0.0,,1334691904.0,956617948.0,,,No,No,,No,,
San Jacinto  City Of,2169,2023-07-01,2024-06-30,,,,360837843.24,135438554.85999998,496276398.1,0.0,0.0,0.0,0.0,,496276398.1,71.74994008746883,30104604.688000005,0.0,30104604.688000005,9555906.426,535936909.2140001,177375995.6944,8054126.2736,19458179.013600003,0.0,204888300.9816,488029.1248000001,0.0,84197872.0,49279287.0,,,No,No,,No,,
San Jose  City Of,2174,2023-07-01,2024-06-30,,,,2051008375.1584,786309915.1762799,2837318290.33468,0.0,0.0,0.0,0.0,,2837318290.33468,54.254110986538294,708429854.9108002,512562874.0361999,1220992728.947,344400000.0,4402711019.281679,446566891.4791201,577434025.76192,7645517.829640001,737553247.27092,1769199682.3416,0.0,0.0,171444531.0,677853308.0,0.0,0,No,No,,No,,"The recycled water supply comes from the San Jose/Santa Clara Regional Wastewater Facility, and is distributed by the South Bay Water Recycling Program to CII customers and multi family residential HOAs; recycled water is not used by single family residential customers."
San Jose Water Company,2175,2023-07-01,2024-06-30,,,,17376047092.0,0.0,17376047092.0,0.0,0.0,0.0,0.0,,17376047092.0,46.37468520191836,0.0,0.0,0.0,2314276898.4614573,19690323990.461456,11705323310.0,104782232.0,1732592604.0,868214466.0,14410912612.0,0.0,,4670431216.0,2210316064.0,,,No,No,,No,,"The current classification of single family and multi family residential services, used in the eAR, likely undercounts multi family residential customers and needs to be reviewed for accuracy. We will be reviewing these residential classifications as we complete the CII classification."
San Juan Water District,2179,2023-07-01,2024-06-30,,,,2868883442.28,41985901.35,2910869343.63,0.0,0.0,0.0,0.0,0.0,2910869343.63,272.1094753342395,254095351.29,135426934.11,389522285.4,235492470.6435447,3535884099.6735444,186908133.6,0.0,168077204.31,0.0,354985337.91,19710726.99,,1282778112.0,26773912.0,,,No,No,0.0,No,0.0,
San Luis Obispo  City Of,2182,2023-07-01,2024-06-30,,,,706106082.96,264907087.47000003,971013170.43,17657865.689999998,0.0,0.0,17657865.689999998,,988671036.12,56.68133778755715,78888527.1,0.0,78888527.1,120024283.191,1187583846.4110005,515675500.05,11574227.52,0.0,63896122.59,591145850.16,0.0,,156560140.0,180746720.0,,,No,No,,No,,
Santa Ana  City Of,2207,2023-07-01,2024-06-30,,,,4510122160.026,1860235368.616,6370357528.642,0.0,0.0,0.0,0.0,,6370357528.642,56.630945053349,410280603.568,72801630.42,483082233.988,258348250.19654235,7111788012.826543,2283984976.692,258363732.43,7608379.27,0.0,2549957088.392,0.0,0.0,0.0,0.0,,,No,No,,No,,
Santa Barbara  City Of,2209,2023-07-01,2024-06-30,,,,1175938492.0520003,831067070.7000002,2007005562.7520003,0.0,0.0,18417040.24,18417040.24,49004199.37580504,1976418403.6161952,54.76621228875954,57104045.524,161468520.30400002,218572565.828,223998448.85505983,2418989418.299255,570571426.636,54432751.832,0.0,0.0,625004178.468,26739118.74,0.0,317640832.448,535512473.552,,,Yes,Yes,38966028.68,Yes,1434763.736,"* For FY24, the 90th percentile use threshold for SFR was 170 HCF. The 90th percentile use for MFR was 277 HCF.  Note for MFR this is water usage by water service account. There is a large range of dwelling units per account, so reporting water use by service account generally reflects our largest MFR buildings and doesn’t necessarily show the largest individual water use per dwelling unit in each MFR building. * The City of Santa Barbara engaged a consultant to perform an LAM Data Assessment in 2021. The assessment found that a total of 260 residential parcels had been excluded from the LAM data. The total irrigable irrigated area for those 260 residential parcels is 2,715,744.61 sf. The outdoor water use was calculated using the outdoor residential objective standard calculation =  0.8 x 2,715,744.61x 36.38 x 0.62. * Compared the LAM parcel numbers to City of Santa Barbara DIM meter parcel numbers. There are 338 residential parcels that have a DIM attached.There are 42 CII DIMs that were included in the LAM data. The total water use for those DIMs is reported here (cells B38 and B40)."
Santa Clara  City Of,2210,2023-07-01,2024-06-30,,,,1222400000.0,1284300000.0,2506700000.0,113496367.4,0.0,7900000.0,121396367.4,0.0,2628096367.4,55.07062564265043,0.0,0.0,0.0,109915669.77574396,2738012037.175744,1970200000.0,433000000.0,84900000.0,1165994456.94,3654094456.94,0.0,,294323040.0,788742812.0,,,No,Yes,15962320.0,No,0.0,
Santa Clarita Valley Water Agency,4993,2023-07-01,2024-06-30,,,,8449770574.729866,1738080667.3218155,10187851242.051682,0.0,0.0,0.0,0.0,,10187851242.051682,94.9100990557265,3002349713.867959,19062283.5,3021411997.367959,1602958824.3000002,14812222063.71964,1860193859.1904788,298388274.7254293,178793222.87967744,80583841.80154279,2417959198.597128,0.0,0.0,2664816572.0,1070875696.0,0.0,0.0,No,No,,No,,"SCV Water is currently developing its Water Use Efficiency Strategic Plan (WUESP) which will inlude in depth data analysis including, but not limited to, percentile use analysis by customer class. This information in not readily available at the time of the report submittal. Additonally, SCV Water is conducting its Cost of Service Study and will have this information available in Q3/Q4 of FY 25."
Santa Cruz  City Of,2213,2023-07-01,2024-06-30,,,,853700000.0,588520000.0,1442220000.0,0.0,0.0,0.0,0.0,,1442220000.0,41.58506026535122,26220000.0,0.0,26220000.0,223004198.26363808,1691444198.263638,654520000.0,40260000.0,133560000.0,0.0,828340000.0,4070000.0,,195400159.0,340202081.0,,,No,No,,No,,
Santa Fe Irrigation District,2214,2023-07-01,2024-06-30,,,CA3710023,1669236917.7,91433790.6,1760670708.3,78236825.10000001,0.0,0.0,78236825.10000001,,1838907533.4,233.9060695126458,28564098.66,0.0,28564098.66,82114452.0,1949586084.06,171365040.9,16390305.3,0.0,52070989.8,239826336.0,110349441.15,0.0,116314200.0,100571110.0,,,No,No,,No,,
Santa Margarita Water District,2217,2023-07-01,2024-06-30,,,,4967438828.01,1158045127.4099998,6125483955.42,0.0,0.0,0.0,0.0,,6125483955.42,81.88530606970824,1493036247.9600005,1777272816.75,3270309064.71,244617416.1345209,9640410436.264524,611508279.15,0.0,784975.059,134638374.69,746931628.8989999,17149538.130000003,,1381872179.3100002,539970950.61,,,No,Yes,59418900.0,Yes,0.0,"Regarding ""landscapes misclassified or not captured in initial LAM analysis or not considered residential by supplier"" (rows 35 40), SMWD has worked with a third party vendor to perform extensive landscape area measurements related to implementing SMWD's budget based rate structure for all its parcels and CII DIMS. Therefore, SMWD's data shows that the State's residential landscape area measurements incorrectly categorize a significant amount of CII DIM landscape area. Similarly, some parcels with DIMs were classified by the State as residential landscapes when they are actually CII landscapes. For these reasons, SMWD entered ""YES"" in rows 37 and 39. SMWD also provided, in row 38, a volume of DIM deliveries to residential landscapes. SMWD will wait to report volumes in Row 40  until SMWD is able to report CII DIM deliveries and CII DIM LAM in subsequent reporting periods as alternative supplier data.   In future reports, SMWD intends to submit alternative landscape area data for both Residential and CII DIM parcels, which will help SMWD more accurately calculate the volume of water used in each sector. These calculated water volumes may differ from what is recorded in the SAFER and eAR reports since this Conservation Framework defines water user categories and sums up consumption differently than SAFER or the eAR.   Moving forward, SMWD proposes working on a method that enables retailers to correct water use volumes they know are delivered to specific customer and landscape types."
Santa Maria  City Of,2218,2023-07-01,2024-06-30,,,,1616657600.34,616164689.9399999,2232822290.28,0.0,0.0,0.0,0.0,,2232822290.28,55.877685205411886,370684839.0900001,0.0,370684839.0900001,4893747.0,2608400876.37,684883407.3299999,174102189.3,100397951.61000004,0.0,959383548.24,0.0,,151828363.64,62375563.636,,,No,No,,No,,"For questions 35, 37, and 39, the City does not have the resources to evaluate the accuracy and or inaccuracy of the LAM data and therefore cannot confirm if the LAM data is accurate."
Santa Monica  City Of,2220,2023-07-01,2024-06-30,,,,735148103.0,1357007470.86,2092155573.86,0.0,0.0,0.0,0.0,,2092155573.86,63.72567266355179,118689670.58,0.0,118689670.58,310409301.340501,2521254545.780501,811287079.7159998,0.0,74614446.74000001,0.0,885901526.4559999,0.0,0.0,202583832.0,627403700.0,,,No,Yes,32523040.0,No,,"90th Percentile Water Use:  Single Family (SF) 7,427 accounts. 90th percentile = 743 accounts Top 743 SF accounts used = 202,583,832 GPY (622 AFY)  MultiFamily (DX, TX, FX, MX, SX, DL, TL, FL, ML) 6,488 accounts. 90th percentile = 649 accounts Top 649 MultiFamily accounts used = 627,403,700 GPY (1,935 AFY)"
Santa Rosa  City Of,2224,2023-07-01,2024-06-30,,,,2652703000.0,1073368000.0,3726071000.0,2829000.0,0.0,0.0,2829000.0,,3728900000.0,57.337166882154506,440529000.0,29231000.0,469760000.0,299159000.0,4497819000.0,759082000.0,103517000.0,752000.0,1996600.0,865347600.0,0.0,,715144000.0,377180000.0,,,No,No,,No,,"Note that water volume of 2,829,000 (gallons/year) reported in cell B5 ""Annual, aggregate residential Recycled Water Demand (excluding metered irrigation)"" should be reported in cell B7 ""Annual, aggregate residential non potable metered irrigation"". This is an auto populated volume within the reporting template that the City of Santa Rosa cannot manually move into the appropriate reporting cell.  This volume represents FY 23/24 recycled water deliveries to residential accounts for landscape irrigation.  The selection of “No” in cells B37 and B39 is a placeholder until this analysis can be completed, and does not represent the final review of the LAM data.  Actual residential water use 90th percentile includes residential meters, irrigation only residential meters and firelines. MFR includes looped meters."
Scotts Valley Water District,2237,2023-07-01,2024-06-30,,,,185276730.0,19123868.0,204400598.0,9310116.0,0.0,0.0,9310116.0,,213710714.0,52.526133083291654,17219205.0,0.0,17219205.0,28948718.47327531,259878637.4732753,76667402.0,0.0,3728848.0,36852423.0,117248673.0,0.0,0.0,50341559.0,8912438.0,,,No,No,,No,,
Seal Beach  City Of,2241,2023-07-01,2024-06-30,,,,595296415.3659999,90736089.418,686032504.7839999,0.0,0.0,0.0,0.0,0.0,686032504.7839999,75.37158074336368,37839836.39400001,0.0,37839836.39400001,5756483.766,729628824.944,386190821.624,0.0,0.0,0.0,386190821.624,0.0,0.0,89212427.8,13634761.1,,,No,No,,No,,The Actual Residential Water Use values (B27 & B28) are estimated.
Shafter  City Of,2260,2023-07-01,2024-06-30,,,,618090309.0,70994390.0,689084699.0,0.0,0.0,0.0,0.0,,689084699.0,89.74630561568297,0.0,52413760.0,52413760.0,50693875.92422001,792192334.92422,283757535.0,47745270.0,3846327.0,0.0,335349132.0,0.0,,0.0,0.0,,,No,No,,No,,"The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM. The City reported 356 MG of Billed Unmetered Water Use in their 2023 CY Water Loss Audit. Last year’s report included a separate tab to calculate these values, which was then referenced in the Water Use Tab. This year’s report does not include a spot for unmetered water use because the regulation requires that all water use data come from what is reported in the SAFER Clearinghouse. The City may modify reported Clearinghouse data to incorporate unmetered water use in the future. The City also used 3,758 AF of WWTP Effluent for Irrigation in 2020 (according to 2020 UWMP)."
Shasta Lake  City Of,2273,2023-07-01,2024-06-30,,,,358993103.40000004,36604323.72,395597427.12,0.0,0.0,0.0,0.0,,395597427.12,101.70109481580697,14536079.239999998,7552447.32,22088526.56,26219211.708091,443905165.388091,51693065.760000005,96589401.87999998,10317007.3868,1216524.0,159815999.02679998,0.0,,96198821.0,6369923.0,,,No,No,,No,,
Signal Hill  City Of,2298,2023-07-01,2024-06-30,,,,113457960.0,144470270.0,257928230.0,0.0,0.0,0.0,0.0,0.0,257928230.0,59.9112068615097,59032362.0,0.0,59032362.0,15898009.6092,332858601.6092,137156621.0,41939664.0,0.0,0.0,179096285.0,0.0,,112159608.0,148843772.0,,,No,No,0.0,No,0.0,"Please note: The aggragate values for Single and Multi Family values are incorrect. The data the City provided to the SAFER Clearinghouse portal is correct, but when transfering that data to the UWMOU report the values were not converted and in one instance swapped between Classes. Please revise."
Soledad  City Of,2323,2023-07-01,2024-06-30,,,,397993596.0,84777572.0,482771168.0,0.0,0.0,0.0,0.0,,482771168.0,70.9277528017254,140472904.0,0.0,140472904.0,36956736.0,660200808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40578476.0,8646518.0,,,No,No,,No,,
Sonoma  City Of,2326,2023-07-01,2024-06-30,,,,305347770.7929,80799838.72559999,386147609.5185,0.0,0.0,0.0,0.0,,386147609.5185,90.22930969851329,38314798.8138,0.0,38314798.8138,44066725.80116634,468529134.1334663,112784753.7687,0.0,584772.2045999999,0.0,113369525.9733,0.0,0.0,207186000.0,88770000.0,0.0,0,No,No,,No,,"(1) The City has not performed a residential LAM analysis so it is not known yet if there are landscapes not captured, if there are any landscapes with DIMs that DWR included in the LAM, or if there are any CII landscapes that were misclassified. (2) The City has not performed a Cost of Service Analysis but did hire a consultant to perform a water usage demand analysis to calculate the 90th percentile volume for SFR and MFR customers. The large value for total water use for the above 90th percentile water users for SFR and MFR customers is likely due to data errors and will be addressed in future reporting."
Soquel Creek Water District,2330,2023-07-01,2024-06-30,,,,511420000.0,196890000.0,708310000.0,0.0,0.0,0.0,0.0,0.0,708310000.0,47.57711440780998,35990000.0,0.0,35990000.0,44460319.23440733,788760319.2344073,122720000.0,0.0,238000.0,0.0,122958000.0,0.0,,91310491.8,100915275.56,,,No,No,0.0,No,0.0,
South Coast Water District,2334,2023-07-01,2024-06-30,,,,891050368.372,276616912.716,1167667281.0879998,0.0,0.0,0.0,0.0,,1167667281.0879998,78.14662631206453,133986585.928,0.0,133986585.928,42621310.8,1344275177.8159995,265073722.304,0.0,70114070.94878301,224420088.31200004,559607881.5647831,0.0,,220579574.0,96225662.0,,,No,No,,No,,
South Feather Water and Power,2337,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,1120740000.0,94210000.0,1214950000.0,0.0,0.0,8252033.970000001,8252033.970000001,,1223202033.97,147.39140824351836,11440000.0,4218962.35,15658962.35,196279712.89026627,1435140709.210266,216270000.0,250000.0,2650164.0,1969781.0,221139945.0,97260000.0,,,,,,No,No,,No,,
South Gate  City Of,2341,2023-07-01,2024-06-30,,,,827857927.6200001,751896987.2800001,1579754914.9,0.0,0.0,0.0,0.0,,1579754914.9,56.618600228409065,2874597768.4560003,7585312.188000001,2882183080.6440005,104695935.28766488,4566633930.831665,543185242.916,138489858.968,5231127.636,31752028.184,718658257.7040001,0.0,,0.0,0.0,,,No,No,,No,,"The City has not yet reviewed its residential landscape measurement (LAM). The City has not yet received its CII LAM. The “NONRESIDENTIAL_METERED_IRRIGATION_GAL” column on tab “POTABLE_NONPOTABLE_API” erroneously reported 2857026026.976 gallons for March 2024. This value is reflected in the unusually high value for ""Annual, aggregate potable deliveries to Commercial, Industrial, or Institutional Landscapes with dedicated irrigation meters"" shown above. The City plans to correct this is in the Drought Reporting."
South Tahoe Public Utility District,2348,2023-07-01,2024-06-30,,,,660707100.75296,214500314.82448003,875207415.57744,0.0,0.0,0.0,0.0,,875207415.57744,82.64669409673604,0.0,0.0,0.0,175910650.52053437,1051118066.0979744,426173972.91348,0.0,25269018.28,212278499.3,663721490.49348,0.0,,220141905.3,114237357.0,,,No,No,,No,,"South Tahoe Public Utility District is going to be utilizing the California Data Collaborative dashboard to assist with reporting and data input in the coming years. We will be hiring a consultant to review Residential LAM data from DWR. The consultant will also assist with DIM landscape area determination.   Actual deliveries for CII DIMs are more that what is currently reported on, which is 0. SAFER Clearinghous reports are being updated to include CII DIM data."
Stockton  City Of,2381,2023-07-01,2024-06-30,,,CA3910006,4218890000.0,873470000.0,5092360000.0,0.0,0.0,0.0,0.0,,5092360000.0,73.16491458758135,784780000.0,0.0,784780000.0,336119479.0887649,6213259479.088765,1527330000.0,158140000.0,0.0,0.0,1685470000.0,0.0,,0.0,0.0,,,No,No,,No,,
Suburban Water Systems - San Jose Hills,2401,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,3771000972.5244007,0.0,3771000972.5244007,5212426.336,15319356.908,0.0,20531783.244,,3791532755.7684007,59.179742234661774,26474308.332,61917760.144,88392068.47600001,181140570.9,4061065395.1444006,1272349558.27968,18344479.196,19811409.168,132595209.208,1443100655.85168,0.0,,,,,,,,,,,
Suburban Water Systems - Whittier/La Mirada,2402,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,4203077528.244,0.0,4203077528.244,0.0,0.0,0.0,0.0,,4203077528.244,93.74363714240407,0.0,0.0,0.0,309884301.0,4512961829.244,1603717713.4472003,0.0,0.0,0.0,1603717713.4472003,0.0,,,,,,,,,,,
Suisun - Solano Water Authority,2405,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,668690000.0,69180000.0,737870000.0,0.0,0.0,0.0,0.0,,737870000.0,69.45753801187482,122310000.0,0.0,122310000.0,33452901.55290607,893632901.552906,70310000.0,0.0,1840000.0,0.0,72150000.0,0.0,,142393745.56,103170407.3,,,,,,,,
Sunny Slope Water Company,2419,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,603058576.944,87332078.792,690390655.7360001,0.0,0.0,0.0,0.0,,690390655.7360001,74.90421545191593,1418306.592,0.0,1418306.592,135861945.195,827670907.523,155419023.78,0.0,0.0,0.0,155419023.78,6333008.232000001,,,,,,No,,,,,
Sunnyslope County Water District,2424,2023-07-01,2024-06-30,,,,638764595.0080001,61001396.44400001,699765991.4520001,0.0,0.0,0.0,0.0,0.0,699765991.4520001,77.46129696438358,39520335.212,0.0,39520335.212,40800000.0,780086326.6640002,9313995.452,0.0,13078941.168,0.0,22392936.62,1431023.476,,638805582.4,61005310.7,,https://www.sunnyslopewater.org/files/23a9326c4/SunnyslopeCWD_DraftReport_05212024+-+2.pdf,Yes,No,0.0,No,,"I do not know how Landscape Area Measurement (LAM) was determined nor what was or was not included in it. Therefore, I cannot effectively answer Rows 36, 38, 40."
Sunnyvale  City Of,2425,2023-07-01,2024-06-30,,,,1627313682.25464,1590158051.6224403,3217471733.87708,0.0,0.0,0.0,0.0,,3217471733.87708,56.421720315155646,670466373.00172,231695113.50000003,902161486.50172,304124266.0223592,4423757486.401159,1166583615.5582,0.0,2153342.4872000003,0.0,1168736958.0454,0.0,,0.0,0.0,,,No,No,,No,,The 90th percentile water use analysis is in progress and is currently marked as 0 gallons per year as a placeholder.
Sweetwater Authority,2437,2023-07-01,2024-06-30,,,,1987633260.108,1846396554.196,3834029814.304,0.0,0.0,0.0,0.0,,3834029814.304,55.46884830341369,195372481.1,0.0,195372481.1,66216833.41199999,4095619128.816,300538119.572,8385662.920000001,966676181.416,0.0,1275599963.908,0.0,,505814061.0,956383734.0,,,No,No,,No,,
Tahoe City Public Utilities District,2444,2023-07-01,2024-06-30,,,"CA3110013, CA3110043",190603813.0,78990105.0,269593918.0,0.0,0.0,0.0,0.0,,269593918.0,86.32696049235656,924506.0,0.0,924506.0,40390400.93399993,310908824.934,49254960.0,0.0,490000.0,0.0,49744960.0,0.0,,79047042.0,47413023.0,,,No,No,,No,,
Temescal Valley Water District,1408,2023-07-01,2024-06-30,,,,842323009.1440002,0.0,842323009.1440002,0.0,0.0,0.0,0.0,0.0,842323009.1440002,109.09725673083712,97852345.49660002,58733302.78,156585648.2766,0.0,998908657.4206002,12960748.952,16598361.256560002,3794867.796,414358719.684,447712697.68856,0.0,,0.0,0.0,,,No,No,0.0,No,0.0,TVWD is working on checking all data provided through SAFER as well as creating a report for calculating the volume of water used by the top 10 percentile of residiential customers.
Thermalito Water and Sewer District,2466,2023-07-01,2024-06-30,,,,434170876.904,77868472.94,512039349.844,0.0,0.0,0.0,0.0,0.0,512039349.844,115.59389698575957,12160333.312,0.0,12160333.312,15130156.212939946,539329839.36894,117728423.76,8774649.959999999,8107387.576000001,0.0,134610461.296,0.0,,122677236.0,32751180.0,,,No,No,,No,,
Thousand Oaks  City Of,2469,2023-07-01,2024-06-30,,,,1681544594.696,209227900.244,1890772494.94,0.0,0.0,0.0,0.0,0.0,1890772494.94,97.45092116323292,285561370.48,0.0,285561370.48,10743959.172,2187077824.592,314288063.384,0.0,1148259.82,0.0,315436323.204,0.0,0.0,380325300.0,195214100.0,6.42,https://toaks.primegov.com/Portal/viewer?id=1864&type=2 ,No,No,0.0,No,0.0,
Torrance  City Of,2487,2023-07-01,2024-06-30,,,,1663143504.0,1009812249.0,2672955753.0,0.0,0.0,0.0,0.0,,2672955753.0,68.9674095342507,242758995.0,79898665.2,322657660.2,215442037.5343476,3211055450.734348,934540668.0,1580377350.0,10362061.8,1596604729.8,4121884809.6,5767562.7,,180000000.0,90000000.0,,,No,No,,No,,
